LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,BILL_AMT1,PAY_AMT1,default payment next month
260000,1,2,2,37,3000,150,0
80000,1,3,1,48,76288,3003,0
20000,1,2,2,43,19656,1300,0
240000,1,1,1,36,0,0,1
50000,1,2,1,40,49039,0,1
50000,1,1,2,45,42931,6004,0
100000,1,2,2,45,65781,0,1
20000,1,3,2,40,16884,1291,0
150000,1,1,1,41,116699,0,1
230000,1,2,3,37,11770,10000,0
20000,1,2,1,45,19473,1896,0
390000,1,2,2,33,30209,1804,0
80000,1,2,1,36,600,0,1
270000,1,1,2,35,-12,0,0
20000,1,2,1,37,15429,1270,0
150000,1,2,1,45,152180,9500,0
50000,1,1,2,36,49750,2100,0
160000,1,1,1,47,58706,0,1
360000,1,1,2,33,714,7,0
150000,1,3,1,40,121544,5000,0
500000,1,1,1,46,11471,2000,0
220000,1,1,1,35,753,6220,1
280000,1,1,1,46,0,0,1
30000,1,1,2,38,96258,0,0
500000,1,3,2,36,9001,1702,0
360000,1,2,1,40,0,256,0
400000,1,1,1,38,36838,65,0
350000,1,2,1,43,6088,3436,0
20000,1,2,2,36,15557,0,1
110000,1,2,1,36,112875,0,0
30000,1,3,2,31,31405,0,1
20000,1,2,2,45,19856,1316,1
180000,1,1,1,42,0,0,0
140000,1,2,2,48,119965,8506,0
300000,1,1,2,43,163,2508,0
240000,1,3,2,41,218435,5778,0
160000,1,2,1,41,326,1306,1
500000,1,2,1,38,49201,30107,0
50000,1,2,1,45,50297,1939,0
50000,1,2,1,39,26094,0,0
100000,1,0,2,37,7642,0,0
150000,1,2,2,38,6682,2669,0
290000,1,1,1,36,0,0,0
20000,1,2,2,37,15612,1577,1
50000,1,2,1,33,49916,2000,0
80000,1,2,1,39,37712,1626,0
140000,1,2,1,42,139227,4325,0
260000,1,2,2,33,19152,5000,0
150000,1,1,2,37,36148,1600,1
300000,1,2,2,37,11669,27963,0
120000,1,1,2,33,0,0,0
90000,1,2,2,38,17621,1700,0
200000,1,1,1,42,-200,0,0
140000,1,1,2,32,46134,5890,1
50000,1,2,1,45,49436,0,1
200000,1,0,2,40,0,0,0
280000,1,1,2,33,167272,18000,0
430000,1,1,2,34,416678,16005,0
190000,1,3,1,34,187780,6781,0
50000,1,3,2,38,38811,0,0
110000,1,2,2,40,106455,6000,0
20000,1,3,2,46,9784,1885,0
100000,1,3,2,45,10380,72024,0
370000,1,1,2,37,12913,3409,0
320000,1,4,2,36,2860,16021,0
80000,1,1,1,33,45524,2000,0
100000,1,1,1,35,0,0,1
180000,1,2,1,42,26883,1452,1
90000,1,3,1,46,91092,4000,0
170000,1,2,1,39,142509,5000,0
80000,1,2,1,50,72269,4000,0
20000,1,3,1,50,19657,1273,0
50000,1,2,2,60,51078,2013,0
20000,1,2,2,50,10056,3000,1
390000,1,1,1,64,38383,1608,0
80000,1,3,1,59,78651,3454,0
350000,1,2,1,51,343842,15000,0
320000,1,1,1,51,483184,20373,0
50000,1,3,1,52,36428,2000,0
260000,1,2,1,62,390,390,0
200000,1,2,1,55,169287,6177,0
30000,1,2,1,49,390,1936,1
20000,1,2,2,55,7357,1290,0
320000,1,2,1,50,277884,10100,0
30000,1,3,3,52,23819,0,1
90000,1,3,2,50,80926,3451,0
180000,1,2,1,52,360,345,0
50000,1,1,2,50,47155,2000,0
60000,1,2,1,52,58682,3762,0
50000,1,2,2,53,48353,2000,0
50000,1,3,1,55,390,390,0
20000,1,3,1,53,2255,0,1
80000,1,3,1,53,9637,0,0
350000,1,1,1,58,500,4063,0
200000,1,2,1,52,150603,7000,0
360000,1,2,1,50,28595,0,0
20000,1,3,2,59,16357,3000,1
90000,1,3,1,55,30789,1514,0
370000,1,3,2,66,258397,9661,0
180000,1,1,2,51,134327,6015,1
20000,1,3,3,59,15281,1596,1
30000,1,1,1,57,22957,1707,1
60000,1,3,1,54,58432,20000,0
330000,1,2,1,52,120212,5000,0
230000,1,2,1,51,204643,5805,0
50000,1,3,1,57,18275,1509,0
30000,1,5,1,56,29060,1030,0
80000,1,1,1,53,39298,1809,0
50000,1,2,1,58,8728,2152,1
10000,1,2,1,50,10171,2,0
170000,1,5,1,56,86229,55000,0
50000,1,2,1,61,390,390,1
20000,1,3,2,57,9918,2000,0
20000,1,2,2,50,1956,16573,0
190000,1,3,1,50,102648,5400,0
270000,1,1,1,50,213616,0,0
480000,1,2,2,51,2900,17646,0
380000,1,3,1,52,145445,6000,0
20000,1,3,1,49,10823,1400,1
50000,1,2,1,48,42807,2700,1
280000,1,3,1,52,247868,9000,1
240000,1,1,1,65,146696,6930,0
110000,1,2,1,54,55753,2600,1
200000,1,1,1,53,66012,2500,0
140000,1,1,1,56,1862,7465,0
260000,1,1,1,53,73223,2001,0
130000,1,2,2,57,4820,0,0
50000,1,3,1,54,37238,1771,0
300000,1,1,2,55,390,601,1
30000,1,3,1,54,29391,1600,1
50000,1,3,2,58,14628,1558,0
450000,1,1,1,67,0,0,1
170000,2,2,2,27,48947,10000,0
60000,2,2,2,29,40351,2000,1
30000,2,3,2,26,30244,1701,0
200000,2,1,2,28,3494,2516,0
30000,2,2,1,30,28720,0,0
100000,2,1,1,30,0,851,1
30000,2,3,1,35,29622,0,0
150000,2,3,2,24,66347,1827,0
210000,2,1,2,25,100,0,0
300000,2,1,2,28,788,1000,0
50000,2,3,2,22,18108,1400,0
360000,2,2,1,33,21730,20000,0
240000,2,1,2,28,233441,9000,0
260000,2,1,2,30,893,2946,1
140000,2,1,1,33,55563,2520,1
10000,2,1,2,21,8278,1304,0
50000,2,3,2,22,46811,1036,0
50000,2,2,2,22,37253,5500,0
50000,2,2,2,22,36665,4626,1
140000,2,1,2,23,90289,10007,1
20000,2,2,2,27,7486,2000,0
50000,2,2,2,24,48690,2078,1
30000,2,3,2,23,15947,0,0
50000,2,2,2,22,8585,0,0
130000,2,2,2,23,-169,4739,0
80000,2,1,2,23,390,390,0
30000,2,2,2,21,28028,2019,0
50000,2,2,2,22,24775,2001,0
20000,2,2,2,22,3843,2000,1
90000,2,3,2,22,68663,4341,0
30000,2,1,2,22,29362,1800,0
50000,2,2,2,22,19091,0,0
150000,2,1,2,24,-200,600,0
20000,2,3,1,24,10994,1500,1
30000,2,1,2,24,30900,410,1
50000,2,2,2,24,49397,2100,0
400000,2,1,2,30,153655,26876,0
20000,2,2,2,23,16027,1600,0
70000,2,2,2,23,72306,4,0
20000,2,1,2,23,6916,14000,0
30000,2,1,2,23,27013,1470,0
30000,2,2,2,23,28138,2000,0
80000,2,1,2,24,48597,1800,1
80000,2,1,2,24,78862,4000,0
40000,2,2,2,24,33370,1600,1
70000,2,2,2,23,44830,2100,0
10000,2,1,2,22,6967,2523,1
60000,2,2,1,24,61434,2850,1
50000,2,1,2,22,4434,0,0
80000,2,2,2,23,6805,2000,0
70000,2,1,2,23,7668,1500,1
30000,2,3,2,22,8922,1275,0
30000,2,2,2,22,27201,4000,1
20000,2,2,2,25,18825,1300,1
50000,2,1,2,25,390,0,1
30000,2,2,2,29,26953,1741,0
50000,2,2,2,24,50649,1905,0
50000,2,1,2,22,42611,0,0
50000,2,3,2,23,41740,2000,1
50000,2,1,2,23,0,0,0
10000,2,1,2,23,2400,0,1
10000,2,2,1,24,6902,1142,1
110000,2,2,2,24,1183,1362,0
140000,2,2,2,24,34814,1887,0
20000,2,1,2,24,19000,1000,0
30000,2,1,2,24,25288,3000,0
100000,2,2,2,24,93330,4400,1
20000,2,1,2,24,1150,1661,0
190000,2,2,2,25,26023,1615,0
300000,2,2,2,24,26158,5673,0
50000,2,2,1,26,46800,2100,1
30000,2,3,2,26,30467,2173,0
20000,2,1,2,25,4541,0,1
60000,2,2,2,25,3075,61058,1
70000,2,2,1,25,67574,3839,0
60000,2,2,1,24,34708,0,1
60000,2,2,1,25,33598,2000,1
30000,2,2,2,22,31331,0,1
100000,2,2,1,24,68371,1300,1
70000,2,3,2,25,70963,2527,1
20000,2,2,2,22,38391,2608,1
50000,2,2,2,22,38340,3700,0
50000,2,3,1,22,40247,900,0
30000,2,2,1,22,14533,3002,0
30000,2,3,2,22,29793,0,1
30000,2,2,2,22,25490,1432,1
60000,2,2,2,23,58900,2717,1
20000,2,2,1,22,19667,1500,1
50000,2,3,2,23,50653,2190,0
30000,2,1,2,24,28049,2000,0
30000,2,1,2,23,29047,1508,1
70000,2,1,2,24,19200,500,0
100000,2,2,2,24,101614,10000,0
100000,2,2,2,24,7094,1439,0
250000,2,2,2,25,5211,5211,0
130000,2,2,1,25,127125,4000,0
50000,2,1,2,25,49052,3006,1
250000,2,2,2,26,124353,10000,0
50000,2,2,1,26,50604,1924,1
50000,2,1,2,25,38487,5000,0
230000,2,2,2,24,0,0,0
200000,2,2,2,25,175435,24720,0
50000,2,2,2,23,46968,1600,0
100000,2,2,2,24,85016,4200,1
140000,2,2,2,24,99012,11000,0
20000,2,2,2,24,13542,1543,0
100000,2,2,2,25,87987,4000,0
240000,2,2,2,25,9030,1144,0
20000,2,2,2,25,18519,2000,0
50000,2,1,2,25,45342,2000,0
50000,2,1,2,25,25008,3200,0
60000,2,2,2,25,36081,2500,0
10000,2,2,2,22,6759,2450,1
30000,2,1,2,23,26185,4518,0
30000,2,1,2,23,21077,3383,1
60000,2,1,2,23,13233,1500,0
80000,2,2,2,25,78894,3000,0
130000,2,2,2,25,111587,4100,0
30000,2,2,2,25,17835,4000,0
60000,2,2,2,23,57097,2659,1
80000,2,2,1,24,74377,3000,0
230000,2,2,2,24,78737,2300,0
80000,2,1,2,25,72120,2600,0
70000,2,1,2,24,70888,2900,0
220000,2,2,1,25,142714,7200,0
50000,2,2,2,25,44894,5003,0
210000,2,2,2,24,45685,1609,0
60000,2,2,2,24,150,0,1
30000,2,2,1,25,29304,0,1
50000,2,2,2,24,43627,3000,0
50000,2,2,1,24,23996,3500,0
80000,2,1,2,26,37329,3700,0
60000,2,3,1,25,60340,2200,1
20000,2,2,2,25,15389,1270,1
50000,2,3,1,26,47095,2073,0
260000,2,1,2,27,23820,10000,0
170000,2,2,2,27,414,0,1
20000,2,2,2,27,15248,1265,0
20000,2,2,1,26,20224,0,0
130000,2,2,1,26,2783,130000,0
70000,2,2,1,25,70940,2533,0
120000,2,1,2,26,594,1052,0
210000,2,1,2,26,10401,18480,0
50000,2,2,1,27,40491,2003,0
30000,2,1,2,27,26951,2000,0
150000,2,2,2,27,140947,5000,0
300000,2,3,2,27,105786,9000,0
150000,2,2,2,27,0,0,0
30000,2,2,1,27,25557,1800,1
50000,2,2,2,27,48492,1600,0
80000,2,1,2,26,78025,3500,0
80000,2,2,1,26,13465,20587,0
60000,2,2,2,26,-25,0,0
200000,2,1,1,27,-3,0,0
280000,2,2,2,31,147646,7001,0
50000,2,2,2,24,47608,2118,0
80000,2,2,2,24,22453,2000,1
50000,2,2,2,23,33243,2000,0
20000,2,1,2,24,18916,1600,0
80000,2,1,2,24,39813,9425,1
20000,2,3,1,27,16004,0,1
110000,2,2,2,28,106202,5300,0
50000,2,1,2,28,31392,0,0
130000,2,3,2,24,90141,4200,1
20000,2,1,2,25,1828,1200,1
130000,2,2,2,25,836,668,1
50000,2,3,2,25,41641,3500,1
50000,2,2,2,25,33586,1900,1
130000,2,2,2,26,187600,6074,0
80000,2,2,1,26,32183,2820,1
230000,2,2,1,28,1736,68000,0
500000,2,1,2,28,6618,8984,0
160000,2,1,2,27,124573,5800,0
150000,2,2,1,27,5560,0,1
60000,2,2,2,27,45373,4747,0
50000,2,1,2,27,19096,0,0
10000,2,1,1,27,6031,836,0
140000,2,1,2,28,9598,1500,0
180000,2,1,2,30,112106,3800,0
260000,2,1,2,28,85666,10005,0
90000,2,2,1,27,81701,6000,1
20000,2,2,1,29,18985,3100,1
30000,2,3,1,26,8893,0,1
420000,2,2,2,26,62364,30336,0
230000,2,2,2,27,326,326,0
90000,2,2,1,28,59694,2852,0
210000,2,2,1,27,170646,7800,1
230000,2,2,2,27,73521,4000,0
100000,2,2,2,30,85841,4000,0
20000,2,3,1,30,12304,5170,0
20000,2,3,2,27,20288,1500,0
150000,2,3,2,28,35199,1588,0
180000,2,1,2,29,10265,1200,0
20000,2,1,2,26,17921,1333,0
280000,2,1,2,27,18641,6630,0
50000,2,3,2,26,46879,2569,0
50000,2,3,2,26,35988,1700,0
100000,2,2,2,26,6631,1130,0
10000,2,2,2,27,5150,0,0
90000,2,1,2,27,85822,3327,0
120000,2,1,2,29,1914,573,0
250000,2,2,2,29,252354,11783,1
180000,2,1,2,29,9418,0,0
350000,2,2,2,29,209234,7280,0
250000,2,2,2,31,1242,0,0
140000,2,2,1,29,100064,6029,0
50000,2,1,2,28,390,390,1
150000,2,1,2,28,145096,5000,1
160000,2,1,2,28,4122,2000,0
130000,2,3,1,28,29974,5026,0
340000,2,2,1,26,95878,4500,0
260000,2,2,2,26,16150,2000,0
110000,2,1,2,26,38920,1700,0
400000,2,1,2,29,7191,2000,0
70000,2,1,2,29,40048,1700,0
20000,2,3,1,31,14320,0,1
60000,2,2,1,28,17942,0,1
80000,2,1,2,29,54313,4600,0
150000,2,2,1,31,101425,3872,0
200000,2,5,2,29,9383,37465,0
110000,2,1,2,29,316,31895,1
450000,2,2,2,29,371724,10000,0
160000,2,2,2,29,21898,5004,0
150000,2,2,2,28,49278,2000,0
30000,2,1,1,28,30497,1800,0
160000,2,2,2,29,1194,2108,0
140000,2,1,2,29,51822,2000,0
50000,2,1,2,28,5953,1044,0
390000,2,1,2,27,393415,0,1
300000,2,2,1,28,16666,1000,0
50000,2,2,2,29,43629,3790,1
70000,1,2,2,29,-8187,0,0
170000,2,2,2,28,44996,2100,0
160000,2,3,1,45,227,280,0
50000,2,1,2,27,34044,0,1
50000,2,2,1,28,38612,0,0
90000,2,1,2,28,2780,1950,0
200000,2,1,2,25,8926,700,0
20000,2,2,2,26,15700,1600,0
50000,2,2,1,30,31079,2280,0
50000,2,2,1,24,12744,0,1
60000,2,3,2,26,27402,1500,0
30000,2,2,1,33,11042,1200,0
360000,2,3,2,30,780,390,0
20000,2,2,2,22,15513,3000,0
30000,2,2,2,23,18497,3153,0
80000,2,2,2,25,47369,4400,1
20000,2,2,1,22,16366,1600,0
70000,2,2,2,25,69455,2600,0
120000,2,1,2,26,103452,4000,0
20000,2,1,2,26,17040,0,0
20000,2,2,2,22,9848,1515,0
170000,2,2,2,23,8806,32192,0
130000,2,2,2,24,121720,4155,0
180000,2,3,2,32,183512,7700,0
240000,2,2,2,30,89009,3071,0
50000,2,2,1,27,50544,2300,0
100000,2,1,1,39,94732,5000,1
80000,2,1,2,33,73397,10000,0
10000,2,2,3,46,5997,0,1
50000,2,2,2,35,48818,2200,0
80000,2,2,1,35,22001,2000,1
40000,2,3,1,39,22241,1700,1
90000,2,2,1,40,96249,0,1
170000,2,3,1,40,69602,2128,0
50000,2,3,2,49,101590,1800,0
10000,2,2,1,41,2400,0,1
70000,2,3,1,34,76023,0,0
20000,2,2,2,38,15925,1618,0
120000,2,2,2,36,3225,3232,0
110000,2,2,1,38,105433,4008,0
50000,2,2,1,36,44897,6200,1
110000,2,2,2,34,10827,2500,0
50000,2,2,1,37,51377,0,0
360000,2,1,2,31,2500,0,1
20000,2,2,1,38,18666,0,1
180000,2,1,1,42,79216,3000,1
100000,2,2,1,37,100253,4500,0
20000,2,3,1,37,15829,0,1
150000,2,3,1,39,151664,6300,0
60000,2,2,1,27,40831,1617,0
80000,2,1,2,29,25248,0,1
60000,2,3,1,47,20347,0,1
20000,2,3,1,43,18310,1300,1
110000,2,2,2,33,104151,3791,1
100000,2,3,1,41,77208,0,0
280000,2,2,1,37,198823,10000,0
130000,2,3,2,36,127544,5963,0
50000,2,3,2,29,47815,2500,0
60000,2,2,1,33,50696,5000,0
70000,2,3,1,34,43071,5000,0
240000,2,2,1,46,177221,7053,1
310000,2,2,2,31,137171,6600,1
20000,2,3,2,33,20023,1300,0
50000,2,2,1,37,29969,1281,0
50000,2,3,2,33,25922,55,0
130000,2,2,1,34,99891,3700,0
230000,2,2,2,30,62988,2847,0
380000,2,2,1,31,3491,3878,0
160000,2,3,2,32,56099,3000,0
20000,2,3,1,32,17930,3000,0
150000,2,1,2,33,1911,1189,1
90000,2,1,2,32,1560,23153,0
400000,2,1,1,33,-4,1058,0
70000,2,2,1,34,66946,3007,0
50000,2,2,1,34,43664,2000,0
30000,2,2,1,35,0,0,0
20000,2,2,1,46,19113,1292,0
20000,2,3,2,39,8720,4000,1
130000,2,3,1,37,0,0,1
80000,2,1,1,41,73863,3300,0
360000,2,1,1,41,0,0,1
120000,2,3,0,47,1576,1500,0
200000,2,3,1,41,184133,6710,0
150000,2,2,1,38,6829,6719,0
50000,2,2,2,44,27200,1172,0
170000,2,3,1,40,179399,0,1
230000,2,2,1,34,205530,380,0
50000,2,2,2,46,25119,1559,1
280000,2,1,1,36,157424,6000,0
50000,2,2,1,44,13226,1470,0
30000,2,3,1,31,30057,0,0
360000,2,1,1,32,-16,3210,0
400000,2,2,2,32,6464,1692,1
80000,2,3,2,33,107044,5000,0
150000,2,2,2,34,18631,3000,0
260000,2,2,1,36,59127,2200,0
110000,2,3,1,39,107441,4023,0
50000,2,1,1,41,47739,2000,0
300000,2,2,2,40,10626,10582,0
20000,2,2,1,37,16429,1300,1
290000,2,2,2,37,140599,13010,1
120000,2,2,1,45,380,3175,0
20000,2,2,2,40,295,748,0
360000,2,2,2,36,-149,0,1
150000,2,1,1,41,7939,6629,0
100000,2,1,1,42,99184,3000,1
170000,2,1,1,45,73326,3504,0
200000,2,3,2,49,0,0,1
60000,2,3,1,48,4823,5491,1
80000,2,2,1,29,19578,1620,0
40000,2,3,1,30,40672,9,0
50000,2,1,1,30,49061,1406,1
50000,2,3,2,39,20039,0,1
40000,2,2,1,39,500,0,0
120000,2,2,2,25,94635,5400,0
200000,2,1,2,25,133797,14000,1
30000,2,2,2,29,22501,2429,0
260000,2,5,1,33,2229,1000,0
390000,2,2,2,31,103061,7600,0
140000,2,1,1,31,159164,0,1
150000,2,2,2,32,81341,0,0
30000,2,3,1,32,30096,1494,0
90000,2,2,3,36,91337,4000,0
150000,2,2,1,39,16878,5000,0
30000,2,2,1,39,22215,18243,0
200000,2,2,2,36,138636,5048,0
30000,2,1,2,38,1232,764,0
30000,2,3,1,48,14834,1261,1
50000,2,2,1,29,20103,2000,0
310000,2,2,1,29,26597,1732,0
500000,2,1,1,37,0,2529,0
500000,2,3,1,36,27866,1062,0
300000,2,2,1,36,6447,10000,0
430000,2,3,2,30,200364,6215,0
30000,2,1,1,30,3836,1016,0
30000,2,3,2,31,26667,1455,0
200000,2,1,2,32,0,0,0
130000,2,3,1,32,126741,6100,0
120000,2,1,2,33,2446,326,0
170000,2,2,2,31,20625,1700,0
210000,2,1,1,34,8289,16585,0
130000,2,2,1,34,41379,3057,0
420000,2,2,1,35,67877,3527,0
180000,2,2,1,39,130374,5812,0
240000,2,2,2,40,127919,4000,0
100000,2,2,1,44,76725,0,1
130000,2,3,2,45,38222,1612,0
20000,2,2,1,43,11501,2000,1
50000,2,2,2,46,46746,2100,0
70000,2,2,1,38,19500,1400,0
30000,2,3,1,41,1688,0,0
50000,2,3,1,48,41842,1984,1
500000,2,3,1,41,119455,7012,0
200000,2,1,2,41,504,2502,0
120000,2,2,1,42,25809,4300,1
200000,2,2,1,49,75853,6065,0
150000,2,2,2,36,93658,0,1
100000,2,2,1,42,3256,0,0
50000,2,2,2,38,7980,3000,0
50000,2,2,1,36,47222,2000,1
50000,2,1,1,43,49819,2227,1
550000,2,1,2,33,337733,10000,0
30000,2,2,1,35,0,741,0
150000,2,3,1,39,5211,33522,0
140000,2,2,2,27,119692,5000,0
50000,2,2,2,48,55329,1902,0
160000,2,3,2,39,156000,5559,0
50000,2,2,1,26,1804,4000,0
50000,2,1,1,28,27888,2000,0
110000,2,1,2,33,0,0,0
50000,2,3,1,46,46677,2500,1
350000,2,2,2,31,279767,0,0
70000,2,2,1,42,24133,1702,0
210000,2,1,1,38,0,0,0
180000,2,2,1,36,20138,2000,0
30000,2,3,1,28,12430,1200,0
630000,2,1,1,31,447263,20000,0
220000,2,2,1,41,143660,5005,0
280000,2,1,1,44,230931,8634,0
340000,2,2,1,40,244451,10000,0
180000,2,1,2,33,416,416,1
250000,2,2,1,35,7379,45000,0
20000,2,2,2,48,17100,0,1
140000,2,2,1,40,102502,5000,0
130000,2,2,2,44,72181,2700,1
120000,2,1,1,38,65645,15000,0
360000,2,1,1,42,0,0,0
240000,2,2,1,43,50120,1781,0
310000,2,2,1,40,3268,206,0
100000,2,3,1,46,43677,0,1
200000,2,1,1,37,1324,0,0
80000,2,2,1,29,72674,3300,0
210000,2,1,2,32,19959,1603,0
180000,2,1,2,31,0,0,0
70000,2,2,1,33,66701,53000,0
60000,2,2,2,36,57724,2000,0
200000,2,1,1,49,950,950,0
50000,2,2,2,48,879,8061,0
50000,2,3,1,46,8354,0,1
70000,2,2,1,41,68953,3000,0
130000,2,2,1,48,23575,1300,0
140000,2,2,1,47,0,0,0
350000,2,3,1,36,42548,2000,0
150000,2,1,2,30,7674,432,0
50000,2,2,1,39,32802,1497,0
50000,2,3,1,47,38909,1000,0
30000,2,2,2,36,11896,1600,0
20000,2,3,1,38,15894,1225,0
50000,2,2,2,33,26740,2000,0
30000,2,2,2,47,15089,1500,1
230000,2,0,2,47,8394,5743,0
70000,2,3,1,43,85863,0,1
30000,2,2,2,49,15013,1400,0
150000,2,3,1,33,147350,11150,0
40000,2,2,1,38,19537,1500,0
250000,2,2,1,31,142905,4000,0
200000,2,2,1,46,30783,3058,0
190000,2,2,1,31,-92,2000,0
390000,2,1,1,33,5602,48329,0
20000,2,3,1,36,14822,3641,1
200000,2,2,1,47,193229,9058,0
60000,2,2,1,38,58890,2620,0
30000,2,2,2,39,28144,2000,0
230000,2,2,2,38,845,53021,0
130000,2,2,1,33,84963,2980,0
140000,2,2,1,44,127254,6050,1
360000,2,1,1,45,0,0,0
20000,2,1,2,31,6186,0,1
100000,2,2,2,35,1046,2702,0
210000,2,2,2,45,0,0,0
50000,2,3,1,32,1442,1444,0
380000,2,1,1,44,365023,14320,0
50000,2,1,2,39,47381,2116,0
200000,2,2,2,30,4690,2028,0
50000,2,1,1,30,46791,1593,0
150000,2,1,1,31,138121,10001,0
30000,2,2,1,32,17168,12155,1
30000,2,2,2,34,29678,0,1
110000,2,2,1,39,132062,5000,0
30000,2,2,1,38,19707,1650,0
130000,2,2,1,39,0,0,0
260000,2,2,1,39,238601,0,1
30000,2,2,1,43,28264,2000,1
220000,2,2,2,47,137736,5100,0
120000,2,1,1,33,35563,1426,1
100000,2,2,2,43,51146,5000,0
100000,2,2,1,38,88231,4326,1
70000,2,2,2,44,79696,3100,1
20000,2,2,1,46,13254,0,1
320000,2,1,1,36,7868,0,0
210000,2,2,1,45,209495,8000,0
90000,2,3,1,37,78159,8000,0
120000,2,3,1,36,91914,4260,0
360000,2,2,1,35,127548,2145,0
140000,2,3,1,30,93157,4700,0
300000,2,1,1,32,3092,1589,0
90000,2,2,1,43,390,780,1
170000,2,3,2,44,0,4142,1
190000,2,2,1,46,140626,8000,0
140000,2,2,1,40,815,8419,1
200000,2,1,1,37,37958,3023,0
500000,2,2,1,43,53477,0,0
300000,2,1,1,38,2884,3558,0
180000,2,2,2,29,151652,6000,0
360000,2,3,1,44,2877,1861,0
90000,2,2,1,32,68248,2388,0
150000,2,2,1,44,0,0,0
500000,2,1,1,30,224387,10100,0
80000,2,2,2,29,24822,1720,0
10000,2,3,2,46,4474,0,1
180000,2,1,1,46,9509,16359,0
150000,2,5,2,36,144833,6041,0
80000,2,1,1,44,14686,3673,0
60000,2,2,1,30,14135,0,1
240000,2,1,1,35,380,380,0
50000,2,3,1,35,10458,37907,0
230000,2,1,2,33,19518,3735,0
40000,2,2,2,33,34253,1567,0
250000,2,2,1,33,2500,0,1
50000,2,2,1,32,51132,0,0
120000,2,3,1,39,49437,3500,1
50000,2,3,2,41,23043,1700,1
60000,2,2,1,38,55120,1735,0
160000,2,3,2,35,92509,3472,0
50000,2,2,1,43,17870,1500,1
400000,2,1,1,48,1908,0,0
50000,2,2,3,39,49005,6000,0
100000,2,3,2,31,15856,510,0
100000,2,2,2,34,22173,1372,0
360000,2,1,2,35,1555,6000,0
30000,2,3,2,41,12001,1485,0
50000,2,2,1,32,36062,1500,0
80000,2,2,1,28,52062,2158,1
150000,2,2,2,28,326,326,0
10000,2,3,1,33,7708,2500,0
200000,2,2,1,35,3773,4000,0
30000,2,2,2,42,836,1672,0
220000,2,1,1,37,152197,6000,0
180000,2,1,2,28,161694,7500,0
220000,2,1,2,30,204491,7000,0
220000,2,1,2,29,0,799,0
390000,2,2,2,33,45818,100000,0
350000,2,2,1,36,0,0,0
560000,2,2,1,45,374663,13195,1
240000,2,1,1,37,173677,8000,1
410000,2,2,1,43,6917,1130,0
90000,2,2,2,36,0,0,1
30000,2,1,2,31,28803,1800,0
40000,2,2,1,33,23734,1600,1
60000,2,2,2,46,39518,1870,0
390000,2,2,1,41,216622,7244,0
130000,2,2,1,35,80713,28000,0
90000,2,2,2,32,27565,1800,1
300000,2,2,1,36,147051,6700,0
220000,2,1,1,33,204205,20000,0
20000,2,1,2,33,11391,5000,0
140000,2,3,1,35,119184,14113,0
150000,2,6,1,47,89327,4539,0
120000,2,3,1,44,16735,2000,0
200000,2,2,1,37,7841,0,0
20000,2,2,1,40,4314,1500,1
110000,2,2,1,41,23078,3200,1
290000,2,2,2,34,305781,12012,0
210000,2,3,1,45,124147,5000,0
370000,2,2,2,40,11403,191446,0
80000,2,3,0,41,69964,3082,0
200000,2,3,1,42,1261,1261,0
180000,2,2,1,35,1264,176,0
260000,2,2,2,35,131211,4001,0
50000,2,2,1,43,17102,3000,1
150000,2,3,1,40,5916,5876,0
190000,2,3,1,45,76433,3300,0
160000,2,2,2,42,13849,40991,0
180000,2,2,1,37,107337,2000,0
130000,2,2,2,32,7469,1138,0
30000,2,2,1,47,27119,2894,0
100000,2,2,1,36,32196,0,1
20000,2,2,2,37,16174,0,1
100000,2,2,1,43,1597,2491,0
20000,2,2,1,40,10470,1145,0
20000,2,2,1,35,5890,1500,1
20000,2,3,2,48,17332,1580,0
50000,2,3,1,42,31422,1521,1
110000,2,2,1,38,41619,0,1
60000,2,2,1,48,50806,2000,1
50000,2,2,2,35,50421,0,0
200000,2,1,2,40,185696,0,1
360000,2,2,1,48,0,0,0
110000,2,2,1,35,46640,1600,0
230000,2,2,1,46,207,4999,0
180000,2,2,2,39,2875,0,0
180000,2,2,2,31,0,1152,0
50000,2,2,2,42,48080,1763,0
570000,2,1,1,39,2394,3882,0
30000,2,2,1,45,13440,1000,0
140000,2,2,1,46,264,1024,0
50000,2,2,1,44,3351,1077,1
50000,2,1,1,35,44487,4000,1
120000,2,1,2,35,0,0,1
120000,2,1,2,35,2776,2549,1
50000,2,2,2,45,330,330,0
180000,2,2,1,40,899,2879,0
80000,2,3,1,42,71650,0,0
300000,2,1,1,43,-763,1000,0
80000,2,1,1,37,1330,0,0
70000,2,2,2,34,71332,2744,1
320000,2,2,1,40,96225,5000,0
500000,2,1,2,35,12590,1225,0
250000,2,1,2,35,4807,10446,0
230000,2,2,1,46,8136,1500,0
80000,2,3,1,45,35401,1587,0
170000,2,2,1,40,193,3760,1
110000,2,3,0,31,89955,7908,0
240000,2,1,2,31,43601,0,0
150000,2,3,1,46,61510,2240,0
90000,2,3,1,37,91193,7006,0
100000,2,2,1,36,101483,4500,1
30000,2,2,1,42,30149,0,1
80000,2,2,1,40,80934,3800,1
260000,2,2,1,49,8046,2184,1
200000,2,3,1,43,623,623,0
20000,2,3,1,39,15307,0,1
160000,2,1,2,31,1494,2,1
70000,2,2,2,38,21047,1700,0
